problemId,titleKo,titleEn,acceptedUserCount,level,sprout,averageTries,tags
7900,Hansel and Grethel,Hansel and Grethel,9,10,False,1.3333,"[{'tagBOJ': 100, 'tagSA': 'geometry'}, {'tagBOJ': 124, 'tagSA': 'math'}]"
7901,Floors,Floors,7,12,False,1.5714,"[{'tagBOJ': 33, 'tagSA': 'greedy'}, {'tagBOJ': 102, 'tagSA': 'implementation'}]"
7902,The Picnic,The Picnic,2,0,False,2.0,[]
7903,Pearls,Pearls,10,10,False,1.3,"[{'tagBOJ': 25, 'tagSA': 'dp'}, {'tagBOJ': 139, 'tagSA': 'prefix_sum'}]"
7904,허프만 트리,Huffman Trees,5,0,False,17.0,[]
7905,Input,Input,12,11,False,3.6667,"[{'tagBOJ': 137, 'tagSA': 'case_work'}, {'tagBOJ': 100, 'tagSA': 'geometry'}, {'tagBOJ': 102, 'tagSA': 'implementation'}, {'tagBOJ': 124, 'tagSA': 'math'}]"
7906,Arithmetic Rectangle,Arithmetic Rectangle,3,22,False,4.0,[]
7907,Bytean Road Race,Bytean Road Race,63,23,False,2.1429,"[{'tagBOJ': 213, 'tagSA': 'dag'}, {'tagBOJ': 7, 'tagSA': 'graphs'}, {'tagBOJ': 168, 'tagSA': 'planar_graph'}, {'tagBOJ': 78, 'tagSA': 'topological_sorting'}]"
7908,Will It Stop?,Will It Stop?,70,8,False,1.5857,"[{'tagBOJ': 124, 'tagSA': 'math'}]"
7909,Ants,Ants,1,22,False,2.0,"[{'tagBOJ': 124, 'tagSA': 'math'}]"
7910,Gophers,Gophers,28,20,False,2.3571,"[{'tagBOJ': 175, 'tagSA': 'data_structures'}, {'tagBOJ': 65, 'tagSA': 'segtree'}]"
7911,Laundry,Laundry,27,17,False,3.037,"[{'tagBOJ': 175, 'tagSA': 'data_structures'}, {'tagBOJ': 33, 'tagSA': 'greedy'}, {'tagBOJ': 74, 'tagSA': 'tree_set'}]"
7912,Bits Generator,Bits Generator,1,0,False,1.0,[]
7913,Afternoon Tea,Afternoon Tea,24,16,False,3.0,"[{'tagBOJ': 124, 'tagSA': 'math'}]"
7914,Intelligence Quotient,Intelligence Quotient,10,20,False,2.1,"[{'tagBOJ': 13, 'tagSA': 'bipartite_matching'}, {'tagBOJ': 45, 'tagSA': 'flow'}, {'tagBOJ': 167, 'tagSA': 'mfmc'}]"
7915,Cave,Cave,20,17,False,3.55,"[{'tagBOJ': 25, 'tagSA': 'dp'}, {'tagBOJ': 92, 'tagSA': 'dp_tree'}, {'tagBOJ': 124, 'tagSA': 'math'}, {'tagBOJ': 95, 'tagSA': 'number_theory'}, {'tagBOJ': 120, 'tagSA': 'trees'}]"
7916,Cross Spider,Cross Spider,54,16,False,4.2593,"[{'tagBOJ': 100, 'tagSA': 'geometry'}, {'tagBOJ': 131, 'tagSA': 'geometry_3d'}]"
7917,Potrójne drzewa,,1,0,False,1.0,[]
7918,Triangulacja,,0,0,False,0.0,[]
7919,Strażak,,1,21,False,9.0,"[{'tagBOJ': 5, 'tagSA': 'backtracking'}, {'tagBOJ': 127, 'tagSA': 'dfs'}, {'tagBOJ': 7, 'tagSA': 'graphs'}, {'tagBOJ': 11, 'tagSA': 'graph_traversal'}]"
7920,Słoneczna wyspa,,0,0,False,0.0,[]
7921,Dziadkowie,,26,6,False,6.4231,"[{'tagBOJ': 121, 'tagSA': 'arithmetic'}, {'tagBOJ': 102, 'tagSA': 'implementation'}, {'tagBOJ': 124, 'tagSA': 'math'}]"
7922,Ciasteczkowy potwór,,6,13,False,2.0,"[{'tagBOJ': 124, 'tagSA': 'math'}]"
7923,Spacer,,0,0,False,0.0,[]
7924,Suma kontrolna,,0,0,False,0.0,[]
7925,Wąż,,0,0,False,0.0,[]
7926,Chciwi rolnicy,,0,0,False,0.0,[]
7927,ADOM,,0,0,False,0.0,[]
7928,Artefakt,,0,0,False,0.0,[]
7929,Bardzo brudny łańcuch,,12,18,False,3.9167,"[{'tagBOJ': 158, 'tagSA': 'string'}, {'tagBOJ': 77, 'tagSA': 'suffix_array'}]"
7930,Ciekawy Książę,,0,0,False,0.0,[]
7931,Dzień Szachisty,,0,0,False,0.0,[]
7932,Egzotyczny układ mechaniczny,,0,0,False,0.0,[]
7933,Fiołkowe puzzle,,0,0,False,0.0,[]
7934,Goździki,,0,0,False,0.0,[]
7935,Historia bawełny,,3,14,False,1.0,"[{'tagBOJ': 6, 'tagSA': 'combinatorics'}, {'tagBOJ': 25, 'tagSA': 'dp'}, {'tagBOJ': 124, 'tagSA': 'math'}]"
7936,N의 존재,,44,24,False,8.1136,"[{'tagBOJ': 146, 'tagSA': 'discrete_log'}, {'tagBOJ': 124, 'tagSA': 'math'}, {'tagBOJ': 95, 'tagSA': 'number_theory'}]"
7937,Jaka data?,,0,0,False,0.0,[]
7938,Mniam mniam,,25,21,False,1.56,"[{'tagBOJ': 38, 'tagSA': 'inclusion_and_exclusion'}, {'tagBOJ': 124, 'tagSA': 'math'}, {'tagBOJ': 51, 'tagSA': 'mobius_inversion'}, {'tagBOJ': 95, 'tagSA': 'number_theory'}, {'tagBOJ': 9, 'tagSA': 'primality_test'}, {'tagBOJ': 67, 'tagSA': 'sieve'}]"
7939,Sygnał,,1,0,False,1.0,[]
7940,Armaty,,5,0,False,1.0,[]
7941,Sortowanie,,7,17,False,1.7143,"[{'tagBOJ': 175, 'tagSA': 'data_structures'}, {'tagBOJ': 65, 'tagSA': 'segtree'}]"
7942,Piąty wymiar,,0,0,False,0.0,[]
7943,Tetris,,3,21,False,8.3333,"[{'tagBOJ': 14, 'tagSA': 'bitmask'}, {'tagBOJ': 137, 'tagSA': 'case_work'}, {'tagBOJ': 25, 'tagSA': 'dp'}, {'tagBOJ': 87, 'tagSA': 'dp_bitfield'}, {'tagBOJ': 39, 'tagSA': 'exponentiation_by_squaring'}, {'tagBOJ': 124, 'tagSA': 'math'}]"
7944,Autostrady,,3,0,False,3.0,[]
7945,Hurtownia czekolady,,1,0,False,2.0,[]
7946,Supermarket,,77,5,False,1.1688,"[{'tagBOJ': 97, 'tagSA': 'sorting'}]"
7947,Koncert,,252,3,False,1.4087,"[{'tagBOJ': 121, 'tagSA': 'arithmetic'}, {'tagBOJ': 102, 'tagSA': 'implementation'}, {'tagBOJ': 124, 'tagSA': 'math'}]"
7948,Smok,,16,15,False,1.9375,"[{'tagBOJ': 33, 'tagSA': 'greedy'}, {'tagBOJ': 97, 'tagSA': 'sorting'}]"
