problemId,titleKo,titleEn,acceptedUserCount,level,sprout,averageTries,tags
3800,Art Gallery,Art Gallery,6,22,False,2.8333,"[{'tagBOJ': 100, 'tagSA': 'geometry'}, {'tagBOJ': 190, 'tagSA': 'half_plane_intersection'}, {'tagBOJ': 3, 'tagSA': 'polygon_area'}]"
3801,Game,Game,0,0,False,0.0,[]
3802,MANAGER,MANAGER,10,11,False,3.8,"[{'tagBOJ': 175, 'tagSA': 'data_structures'}, {'tagBOJ': 74, 'tagSA': 'tree_set'}]"
3803,Networking,Networking,107,12,False,1.3925,"[{'tagBOJ': 7, 'tagSA': 'graphs'}, {'tagBOJ': 49, 'tagSA': 'mst'}]"
3804,Sly Number,Sly Number,0,0,False,0.0,[]
3805,벌집들,Beehives,22,13,False,2.9545,"[{'tagBOJ': 126, 'tagSA': 'bfs'}, {'tagBOJ': 7, 'tagSA': 'graphs'}, {'tagBOJ': 11, 'tagSA': 'graph_traversal'}]"
3806,S를 T로,Bits Equalizer,137,13,False,2.9927,"[{'tagBOJ': 33, 'tagSA': 'greedy'}]"
3807,고창영 비밀번호의 비밀,LCM Pair Sum,49,20,False,2.6122,"[{'tagBOJ': 124, 'tagSA': 'math'}, {'tagBOJ': 95, 'tagSA': 'number_theory'}]"
3808,ACGU,RNA Secondary Structure,2,0,False,19.0,[]
3809,Old School Days,Old School Days,1,0,False,1.0,[]
3810,Sentry Robots,Sentry Robots,10,19,False,1.6,"[{'tagBOJ': 45, 'tagSA': 'flow'}]"
3811,How do spiders walk on water?,How do spiders walk on water?,7,10,False,5.1429,"[{'tagBOJ': 124, 'tagSA': 'math'}]"
3812,되팔렘,Shares,13,16,False,3.6923,"[{'tagBOJ': 148, 'tagSA': 'knapsack'}]"
3813,The Moon of Valencia,The Moon of Valencia,0,0,False,0.0,[]
3814,Countdown,Countdown,0,0,False,0.0,[]
