problemId,titleKo,titleEn,acceptedUserCount,level,sprout,averageTries,tags
13700,완전 범죄,,437,10,False,2.5263,"[{'tagBOJ': 126, 'tagSA': 'bfs'}, {'tagBOJ': 7, 'tagSA': 'graphs'}, {'tagBOJ': 11, 'tagSA': 'graph_traversal'}]"
13701,중복 제거,,1243,12,False,2.6299,"[{'tagBOJ': 14, 'tagSA': 'bitmask'}, {'tagBOJ': 152, 'tagSA': 'bitset'}]"
13702,이상한 술집,,1434,9,False,3.2964,"[{'tagBOJ': 12, 'tagSA': 'binary_search'}, {'tagBOJ': 170, 'tagSA': 'parametric_search'}]"
13703,물벼룩의 생존확률,,419,11,False,2.9666,"[{'tagBOJ': 25, 'tagSA': 'dp'}]"
13704,수열과 쿼리 11,,220,20,False,3.4545,"[{'tagBOJ': 50, 'tagSA': 'mo'}, {'tagBOJ': 123, 'tagSA': 'offline_queries'}]"
13705,Ax+Bsin(x)=C,,613,21,False,23.279,"[{'tagBOJ': 117, 'tagSA': 'arbitrary_precision'}, {'tagBOJ': 12, 'tagSA': 'binary_search'}, {'tagBOJ': 124, 'tagSA': 'math'}, {'tagBOJ': 122, 'tagSA': 'numerical_analysis'}]"
13706,제곱근,,1452,7,False,2.8258,"[{'tagBOJ': 117, 'tagSA': 'arbitrary_precision'}, {'tagBOJ': 12, 'tagSA': 'binary_search'}, {'tagBOJ': 124, 'tagSA': 'math'}]"
13707,합분해 2,,440,12,False,2.3068,"[{'tagBOJ': 6, 'tagSA': 'combinatorics'}, {'tagBOJ': 25, 'tagSA': 'dp'}, {'tagBOJ': 124, 'tagSA': 'math'}]"
13708,모든 점을 포함하는 원,,277,20,False,3.5271,"[{'tagBOJ': 100, 'tagSA': 'geometry'}, {'tagBOJ': 142, 'tagSA': 'heuristics'}, {'tagBOJ': 162, 'tagSA': 'min_enclosing_circle'}]"
13709,XOR 합 2,,116,18,False,3.4138,"[{'tagBOJ': 32, 'tagSA': 'gaussian_elimination'}, {'tagBOJ': 144, 'tagSA': 'linear_algebra'}, {'tagBOJ': 124, 'tagSA': 'math'}]"
13710,XOR 합 3,,200,15,False,1.925,"[{'tagBOJ': 14, 'tagSA': 'bitmask'}, {'tagBOJ': 139, 'tagSA': 'prefix_sum'}]"
